date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;reproduction_rate;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred
22/06/2021;2029625;2896;190425;223;59607.917;85.052;5592.579;6.549;0.95;6973811;4087635;2886176;0;20.48;12;8.48;0
23/06/2021;2030611;986;190645;220;59636.874;28.958;5599.04;6.461;0.95;7103260;4128973;2974287;0;20.86;12.13;8.74;0
24/06/2021;2033606;2995;190906;261;59724.834;87.96;5606.705;7.665;0.95;7189720;4173266;3016454;0;21.12;12.26;8.86;0
25/06/2021;2036449;2843;191073;167;59808.33;83.496;5611.61;4.905;0.95;7317613;4266118;3051495;0;21.49;12.53;8.96;0
26/06/2021;2040186;3737;191286;213;59918.082;109.752;5617.865;6.256;0.94;7400263;4335753;3064510;0;21.73;12.73;9;0
27/06/2021;2043262;3076;191447;161;60008.421;90.339;5622.594;4.728;0.94;7451709;4383185;3068524;0;21.88;12.87;9.01;0
28/06/2021;2046057;2795;191584;137;60090.507;82.086;5626.617;4.024;0.94;7508367;4425799;3082568;0;22.05;13;9.05;0
29/06/2021;2048115;2058;191899;315;60150.948;60.441;5635.868;9.251;0.94;7609837;4457060;3152777;0;22.35;13.09;9.26;0
30/06/2021;2049567;1452;192163;264;60193.592;42.644;5643.622;7.753;0.94;7792936;4541196;3251740;0;22.89;13.34;9.55;0
1/07/2021;2052065;2498;192331;168;60266.955;73.364;5648.556;4.934;0.94;7995646;4641775;3353871;0;23.48;13.63;9.85;0
2/07/2021;2054475;2410;192367;36;60337.734;70.779;5649.613;1.057;0.94;8204509;4758669;3445840;0;24.1;13.98;10.12;0
3/07/2021;2057554;3079;192687;320;60428.161;90.427;5659.011;9.398;0.94;8403052;4883708;3519344;0;24.68;14.34;10.34;0
4/07/2021;2060344;2790;192902;215;60510.101;81.939;5665.326;6.314;0.95;8539379;4984253;3555126;0;25.08;14.64;10.44;0
5/07/2021;2063112;2768;193069;167;60591.394;81.293;5670.23;4.905;0.94;8728232;5135910;3592322;0;25.63;15.08;10.55;0
6/07/2021;2065113;2001;193230;161;60650.161;58.767;5674.959;4.728;0.94;8943122;5308772;3634350;0;26.26;15.59;10.67;0
7/07/2021;2066677;1564;193389;159;60696.094;45.933;5679.628;4.67;0.93;9115796;5446699;3669097;0;26.77;16;10.78;0
8/07/2021;2069051;2374;193588;199;60765.816;69.722;5685.473;5.844;0.92;9275563;5562589;3712974;0;27.24;16.34;10.9;0
9/07/2021;2071637;2586;193743;155;60841.764;75.948;5690.025;4.552;0.92;9440292;5685848;3754444;0;27.73;16.7;11.03;0
10/07/2021;2074186;2549;193909;166;60916.625;74.861;5694.9;4.875;0.92;9709731;5928027;3781704;0;28.52;17.41;11.11;0
11/07/2021;2074186;0;193909;0;60916.625;0;5694.9;0;0.91;9891428;6098644;3792784;0;29.05;17.91;11.14;0
12/07/2021;2078815;4629;194249;340;61052.574;135.949;5704.885;9.985;0.91;9999206;6183471;3815735;0;29.37;18.16;11.21;0
13/07/2021;2080777;1962;194387;138;61110.196;57.622;5708.938;4.053;0.91;10111809;6270380;3841429;0;29.7;18.42;11.28;0
14/07/2021;2081557;780;194488;101;61133.104;22.908;5711.905;2.966;0.9;10261856;6390066;3871790;0;30.14;18.77;11.37;0
15/07/2021;2083567;2010;194606;118;61192.135;59.032;5715.37;3.466;0.9;10462622;6532602;3930020;0;30.73;19.19;11.54;0
16/07/2021;2085883;2316;194752;146;61260.154;68.018;5719.658;4.288;0.9;10691910;6666265;4025645;0;31.4;19.58;11.82;0
17/07/2021;2088143;2260;194845;93;61326.528;66.374;5722.389;2.731;0.89;11001943;6894432;4107511;0;32.31;20.25;12.06;0
18/07/2021;2090175;2032;194935;90;61386.205;59.678;5725.033;2.643;0.89;11181158;7026430;4154728;0;32.84;20.64;12.2;0
19/07/2021;2092125;1950;195047;112;61443.475;57.269;5728.322;3.289;0.89;11279894;7084196;4195698;0;33.13;20.81;12.32;0
20/07/2021;2093754;1629;195146;99;61491.317;47.842;5731.229;2.908;0.89;11383736;7155964;4227772;0;33.43;21.02;12.42;0
21/07/2021;2094445;691;195243;97;61511.611;20.294;5734.078;2.849;0.89;11543727;7242912;4300815;0;33.9;21.27;12.63;0
22/07/2021;2096013;1568;195332;89;61557.661;46.05;5736.692;2.614;0.89;11738689;7353606;4385083;0;34.48;21.6;12.88;0
23/07/2021;2097811;1798;195429;97;61610.466;52.805;5739.541;2.849;0.9;11987845;7501194;4486651;0;35.21;22.03;13.18;0
24/07/2021;2099522;1711;195547;118;61660.717;50.25;5743.006;3.466;0.9;12377099;7777897;4599202;0;36.35;22.84;13.51;0
25/07/2021;2101139;1617;195696;149;61708.206;47.49;5747.382;4.376;0.9;12685962;7985065;4700897;0;37.26;23.45;13.81;0
26/07/2021;2102904;1765;195795;99;61760.042;51.836;5750.29;2.908;0.9;12764182;8037678;4726504;0;37.49;23.61;13.88;0
27/07/2021;2104394;1490;195890;95;61803.802;43.76;5753.08;2.79;0.91;13020244;8078558;4941686;0;38.24;23.73;14.51;0
28/07/2021;2105005;611;195973;83;61821.747;17.944;5755.518;2.438;0.91;13136801;8092708;5044093;0;38.58;23.77;14.81;0
29/07/2021;2106371;1366;196058;85;61861.865;40.118;5758.014;2.496;0.91;13202261;8108414;5093847;0;38.77;23.81;14.96;0
30/07/2021;2107873;1502;196138;80;61905.977;44.112;5760.363;2.35;0.92;13368929;8146045;5222884;0;39.26;23.92;15.34;0
31/07/2021;2108595;722;196214;76;61927.181;21.204;5762.595;2.232;0.93;13645787;8205273;5440514;0;40.08;24.1;15.98;0
1/08/2021;2109294;699;196291;77;61947.71;20.529;5764.857;2.261;0.94;13856100;8258383;5597717;0;40.69;24.25;16.44;0
2/08/2021;2111393;2099;196353;62;62009.355;61.645;5766.678;1.821;0.94;14005814;8299541;5706273;0;41.13;24.37;16.76;0
3/08/2021;2113201;1808;196438;85;62062.454;53.099;5769.174;2.496;0.95;14146219;8338038;5808181;0;41.55;24.49;17.06;0
4/08/2021;2114445;1244;196518;80;62098.989;36.535;5771.524;2.35;0.94;14308459;8387528;5920931;0;42.02;24.63;17.39;0
5/08/2021;2116652;2207;196598;80;62163.807;64.817;5773.873;2.35;0.94;14481516;8438775;6042741;0;42.53;24.78;17.75;0
6/08/2021;2119068;2416;196673;75;62234.762;70.955;5776.076;2.203;0.93;14767324;8594744;6172580;0;43.37;25.24;18.13;0
7/08/2021;2121061;1993;196760;87;62293.294;58.532;5778.631;2.555;0.93;15265466;8885586;6379880;0;44.83;26.1;18.74;0
8/08/2021;2122557;1496;196818;58;62337.23;43.936;5780.334;1.703;0.93;15628997;9108153;6520844;0;45.9;26.75;19.15;0
9/08/2021;2124128;1571;196873;55;62383.369;46.139;5781.95;1.615;0.92;15735279;9161866;6573413;0;46.21;26.91;19.31;0
10/08/2021;2125345;1217;196950;77;62419.111;35.742;5784.211;2.261;0.92;15860284;9222868;6637416;0;46.58;27.09;19.49;0
11/08/2021;2125848;503;197029;79;62433.883;14.773;5786.531;2.32;0.92;15980786;9265073;6715713;0;46.93;27.21;19.72;0
12/08/2021;2127034;1186;197102;73;62468.715;34.832;5788.675;2.144;0.92;16099352;9303036;6796316;0;47.28;27.32;19.96;0
13/08/2021;2128516;1482;197146;44;62512.24;43.525;5789.967;1.292;0.92;16217786;9337715;6880071;0;47.63;27.42;20.21;0
14/08/2021;2130018;1502;197209;63;62556.352;44.112;5791.818;1.85;0.92;16453318;9377744;7075574;0;48.32;27.54;20.78;0
15/08/2021;2131337;1319;197279;70;62595.089;38.738;5793.873;2.056;0.92;16651181;9399043;7252138;0;48.9;27.6;21.3;0
16/08/2021;2132834;1497;197340;61;62639.055;43.965;5795.665;1.792;0.92;16731846;9431860;7299986;0;49.14;27.7;21.44;0
17/08/2021;2133812;978;197393;53;62667.777;28.723;5797.221;1.557;0.92;16833121;9469507;7363614;0;49.44;27.81;21.63;0
18/08/2021;2134365;553;197487;94;62684.018;16.241;5799.982;2.761;0.92;16923172;9504536;7418636;0;49.7;27.91;21.79;0
19/08/2021;2135827;1462;197539;52;62726.956;42.937;5801.509;1.527;0.92;17025673;9548029;7477644;0;50;28.04;21.96;0
20/08/2021;2137295;1468;197659;120;62770.069;43.114;5805.034;3.524;0.92;17177208;9630065;7547143;0;50.45;28.28;22.17;0
21/08/2021;2138666;1371;197716;57;62810.334;40.265;5806.708;1.674;0.92;17494954;9817033;7677921;0;51.38;28.83;22.55;0
22/08/2021;2140062;1396;197752;36;62851.333;40.999;5807.765;1.057;0.92;17727826;9969381;7758445;0;52.06;29.28;22.79;0
23/08/2021;2141235;1173;197818;66;62885.783;34.45;5809.703;1.938;0.92;17809268;10004361;7804907;0;52.3;29.38;22.92;0
24/08/2021;2142153;918;197879;61;62912.744;26.961;5811.495;1.792;0.92;17887009;10042291;7844718;0;52.53;29.49;23.04;0
25/08/2021;2142565;412;197921;42;62924.844;12.1;5812.728;1.233;0.92;17979033;10095974;7883059;0;52.8;29.65;23.15;0
26/08/2021;2143691;1126;197944;23;62957.913;33.069;5813.404;0.675;0.92;18086484;10166787;7919697;0;53.12;29.86;23.26;0
27/08/2021;2145051;1360;198031;87;62997.855;39.942;5815.959;2.555;0.92;18260928;10222068;8038860;0;53.63;30.02;23.61;0
28/08/2021;2146169;1118;198064;33;63030.689;32.834;5816.928;0.969;0.92;18725673;10453232;8272441;0;55;30.7;24.3;0
29/08/2021;2147285;1116;198115;51;63063.465;32.776;5818.426;1.498;0.93;19135661;10633047;8502614;0;56.2;31.23;24.97;0
30/08/2021;2148419;1134;198167;52;63096.769;33.304;5819.953;1.527;0.94;19153848;10640906;8512942;0;56.25;31.25;25;0
31/08/2021;2149227;808;198209;42;63120.499;23.73;5821.186;1.233;0.94;19274504;10712208;8562296;0;56.61;31.46;25.15;0
1/09/2021;2149591;364;198263;54;63131.19;10.69;5822.772;1.586;0.95;19431355;10797438;8633917;0;57.07;31.71;25.36;0
2/09/2021;2150006;415;198295;32;63143.378;12.188;5823.712;0.94;0.96;19618133;10925070;8693063;0;57.62;32.09;25.53;0
3/09/2021;2151010;1004;198329;34;63172.864;29.486;5824.711;0.999;0.96;19833407;11071629;8761778;0;58.25;32.52;25.73;0
4/09/2021;2152118;1108;198364;35;63205.405;32.541;5825.739;1.028;0.96;20199498;11361937;8837561;0;59.32;33.37;25.95;0
5/09/2021;2153092;974;198420;56;63234.01;28.605;5827.383;1.645;0.96;20471994;11600696;8871298;0;60.12;34.07;26.05;0
6/09/2021;2154132;1040;198447;27;63264.554;30.544;5828.176;0.793;0.96;20613837;11712229;8901608;0;60.54;34.4;26.14;0
7/09/2021;2155034;902;198488;41;63291.045;26.491;5829.38;1.204;0.96;20827833;11887587;8940246;0;61.17;34.91;26.26;0
8/09/2021;2155508;474;198523;35;63304.966;13.921;5830.408;1.028;0.96;21182290;12187189;8995101;0;62.21;35.79;26.42;0
9/09/2021;2156451;943;198568;45;63332.661;27.695;5831.73;1.322;0.96;21533267;12486977;9046290;0;63.24;36.67;26.57;0
10/09/2021;2157536;1085;198595;27;63364.526;31.865;5832.523;0.793;0.96;21948724;12826556;9122168;0;64.46;37.67;26.79;0
11/09/2021;2158493;957;198621;26;63392.632;28.106;5833.286;0.764;0.96;22552536;13310398;9242138;0;66.23;39.09;27.14;0
12/09/2021;2159306;813;198673;52;63416.509;23.877;5834.814;1.527;0.97;23044794;13677898;9366896;0;67.68;40.17;27.51;0
13/09/2021;2160327;1021;198728;55;63446.495;29.986;5836.429;1.615;0.97;23255775;13849379;9406396;0;68.3;40.67;27.63;0
14/09/2021;2161086;759;198764;36;63468.786;22.291;5837.486;1.057;0.97;23558546;14110870;9447676;0;69.19;41.44;27.75;0
15/09/2021;2161358;272;198799;35;63476.774;7.988;5838.514;1.028;0.98;23812745;14310940;9501805;0;69.94;42.03;27.91;0
16/09/2021;2162294;936;198840;41;63504.263;27.489;5839.718;1.204;0.98;24151078;14574427;9576651;0;70.93;42.8;28.13;0
17/09/2021;2163312;1018;198860;20;63534.161;29.898;5840.306;0.587;0.98;24459482;14828846;9630636;0;71.83;43.55;28.28;0
18/09/2021;2164380;1068;198891;31;63565.527;31.366;5841.216;0.91;0.99;24951484;15160882;9790602;0;73.28;44.53;28.75;0
19/09/2021;2165533;1153;198948;57;63599.389;33.862;5842.89;1.674;0.99;25256657;15348800;9907857;0;74.18;45.08;29.1;0
20/09/2021;2166419;886;198976;28;63625.41;26.021;5843.712;0.822;0.99;25388904;15434582;9954322;0;74.56;45.33;29.23;0
21/09/2021;2167008;589;199006;30;63642.708;17.298;5844.593;0.881;0.99;25590797;15553664;10037133;0;75.16;45.68;29.48;0
22/09/2021;2167652;644;199036;30;63661.622;18.914;5845.475;0.881;0.99;25775630;15658929;10116701;0;75.7;45.99;29.71;0
23/09/2021;2168431;779;199060;24;63684.5;22.878;5846.179;0.705;0.99;25946574;15753603;10192971;0;76.2;46.27;29.94;0
24/09/2021;2169427;996;199108;48;63713.752;29.251;5847.589;1.41;0.99;26144767;15855337;10289430;0;76.78;46.57;30.22;0
25/09/2021;2170475;1048;199156;48;63744.53;30.779;5848.999;1.41;0.99;26558124;16014904;10543220;0;78;47.03;30.96;0
26/09/2021;2171374;899;199182;26;63770.933;26.403;5849.762;0.764;0.99;26886898;16139198;10747700;0;78.96;47.4;31.56;0
27/09/2021;2172261;887;199228;46;63796.983;26.05;5851.113;1.351;1;27094010;16237264;10856746;0;79.57;47.69;31.89;0
28/09/2021;2173034;773;199292;64;63819.686;22.702;5852.993;1.88;1;27333503;16347259;10986244;0;80.28;48.01;32.27;0
29/09/2021;2173354;320;199314;22;63829.084;9.398;5853.639;0.646;1;27646251;16450568;11195683;0;81.19;48.31;32.88;0
30/09/2021;2174219;865;199329;15;63854.488;25.404;5854.08;0.441;1;27962218;16546652;11415566;0;82.12;48.6;33.53;0
1/10/2021;2175305;1086;199367;38;63886.382;31.895;5855.196;1.116;1.01;28253293;16638021;11615272;0;82.98;48.86;34.11;0
2/10/2021;2176321;1016;199395;28;63916.221;29.839;5856.018;0.822;1.01;28831820;16816140;12015680;0;84.68;49.39;35.29;0
3/10/2021;2177283;962;199423;28;63944.474;28.253;5856.84;0.822;1.01;29318457;16969525;12348932;0;86.11;49.84;36.27;0
4/10/2021;2178147;864;199457;34;63969.849;25.375;5857.839;0.999;1.01;29585830;17043849;12541981;0;86.89;50.06;36.83;0
5/10/2021;2178939;792;199485;28;63993.109;23.26;5858.661;0.822;1.01;29883713;17118682;12765031;0;87.77;50.28;37.49;0
