date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;reproduction_rate;total_vaccinations;people_vaccinated;people_fully_vaccinated;total_boosters;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;total_boosters_per_hundred
23/10/2022;4152019;314;216877;0;121940.359;9.222;6369.446;0;1.1;85063694;29963928;28291293;26808473;249.82;88;83.09;78.73
24/10/2022;4152284;265;216877;0;121948.142;7.783;6369.446;0;1.13;85086883;29969123;28292729;26825031;249.89;88.02;83.09;78.78
25/10/2022;4152499;215;216877;0;121954.457;6.314;6369.446;0;1.16;85112303;29973697;28294262;26844344;249.97;88.03;83.1;78.84
26/10/2022;4152580;81;216877;0;121956.835;2.379;6369.446;0;1.2;85137169;29978785;28295867;26862517;250.04;88.04;83.1;78.89
27/10/2022;4152804;224;216877;0;121963.414;6.579;6369.446;0;1.22;85162366;29983149;28297593;26881624;250.11;88.06;83.11;78.95
28/10/2022;4153605;801;216884;7;121986.939;23.525;6369.651;0.206;1.25;85196960;29990673;28299924;26906363;250.21;88.08;83.11;79.02
29/10/2022;4153919;314;216909;25;121996.16;9.222;6370.385;0.734;1.28;85232475;29998047;28302388;26932040;250.32;88.1;83.12;79.1
30/10/2022;4154336;417;216942;33;122008.407;12.247;6371.355;0.969;1.3;85264632;30003489;28304450;26956693;250.41;88.12;83.13;79.17
31/10/2022;4155286;950;216972;30;122036.308;27.9;6372.236;0.881;1.32;85277586;30005929;28305357;26966300;250.45;88.12;83.13;79.2
1/11/2022;4156078;792;217005;33;122059.568;23.26;6373.205;0.969;1.33;85282243;30006765;28305689;26969789;250.46;88.13;83.13;79.21
2/11/2022;4156924;846;217012;7;122084.414;24.846;6373.41;0.206;1.34;85296497;30009738;28306618;26980141;250.51;88.14;83.13;79.24
3/11/2022;4157569;645;217013;1;122103.357;18.943;6373.44;0.029;1.36;85312709;30013282;28307680;26991747;250.55;88.15;83.14;79.27
4/11/2022;4158534;965;217025;12;122131.698;28.341;6373.792;0.352;1.37;85332639;30017481;28309061;27006097;250.61;88.16;83.14;79.31
5/11/2022;4159132;598;217030;5;122149.261;17.563;6373.939;0.147;1.4;85353636;30021406;28310440;27021790;250.67;88.17;83.14;79.36
6/11/2022;4159951;819;217062;32;122173.314;24.053;6374.879;0.94;1.41;85363140;30022750;28310961;27029429;250.7;88.17;83.15;79.38
7/11/2022;4161218;1267;217069;7;122210.524;37.21;6375.084;0.206;1.42;85385949;30027169;28312468;27046312;250.77;88.19;83.15;79.43
8/11/2022;4161617;399;217080;11;122222.242;11.718;6375.408;0.323;1.44;85410488;30031599;28314266;27064623;250.84;88.2;83.16;79.49
9/11/2022;4161769;152;217098;18;122226.707;4.464;6375.936;0.529;1.45;85436382;30036058;28316041;27084283;250.92;88.21;83.16;79.54
10/11/2022;4163326;1557;217103;5;122272.434;45.727;6376.083;0.147;1.45;85464255;30041218;28318048;27104989;251;88.23;83.17;79.6
11/11/2022;4165187;1861;217129;26;122327.09;54.656;6376.847;0.764;1.46;85496977;30046777;28320600;27129600;251.1;88.24;83.17;79.68
12/11/2022;4167290;2103;217146;17;122388.852;61.763;6377.346;0.499;1.46;85528339;30051727;28322965;27153647;251.19;88.26;83.18;79.75
13/11/2022;4169751;2461;217172;26;122461.129;72.277;6378.109;0.764;1.46;85550607;30054115;28324161;27172331;251.25;88.27;83.19;79.8
14/11/2022;4171838;2087;217185;13;122522.422;61.293;6378.491;0.382;1.46;85581120;30059629;28326384;27195107;251.34;88.28;83.19;79.87
15/11/2022;4172486;648;217192;7;122541.453;19.031;6378.697;0.206;1.46;85617316;30065099;28329043;27223174;251.45;88.3;83.2;79.95
16/11/2022;4172824;338;217200;8;122551.38;9.927;6378.932;0.235;1.47;85653486;30070549;28331615;27251322;251.56;88.31;83.21;80.03
17/11/2022;4175383;2559;217203;3;122626.535;75.155;6379.02;0.088;1.47;85688209;30075461;28334180;27278568;251.66;88.33;83.21;80.11
18/11/2022;4177786;2403;217212;9;122697.109;70.574;6379.284;0.264;1.48;85728089;30081279;28337387;27309423;251.77;88.35;83.22;80.2
19/11/2022;4180834;3048;217218;6;122786.625;89.517;6379.46;0.176;1.48;85764233;30086454;28340313;27337466;251.88;88.36;83.23;80.29
20/11/2022;4184191;3357;217229;11;122885.217;98.592;6379.784;0.323;1.49;85784846;30088478;28341563;27354805;251.94;88.37;83.24;80.34
21/11/2022;4188692;4501;217241;12;123017.406;132.19;6380.136;0.352;1.49;85816738;30093311;28344408;27379019;252.03;88.38;83.24;80.41
22/11/2022;4190948;2256;217264;23;123083.663;66.256;6380.811;0.675;1.49;85850846;30097758;28347294;27405794;252.13;88.39;83.25;80.49
23/11/2022;4192300;1352;217279;15;123123.369;39.707;6381.252;0.441;1.49;85885890;30102295;28350028;27433567;252.24;88.41;83.26;80.57
24/11/2022;4197026;4726;217287;8;123262.167;138.798;6381.487;0.235;1.49;85918168;30106679;28352848;27458641;252.33;88.42;83.27;80.64
25/11/2022;4203229;6203;217303;16;123444.342;182.175;6381.957;0.47;1.47;85961163;30113469;28357291;27490403;252.46;88.44;83.28;80.74
26/11/2022;4209905;6676;217314;11;123640.409;196.067;6382.28;0.323;1.46;86004696;30119896;28361276;27523524;252.59;88.46;83.29;80.83
27/11/2022;4217068;7163;217339;25;123850.779;210.37;6383.014;0.734;1.44;86048674;30124597;28364536;27559541;252.72;88.47;83.3;80.94
28/11/2022;4223951;6883;217353;14;124052.925;202.146;6383.425;0.411;1.43;86078901;30129079;28367609;27582213;252.8;88.49;83.31;81.01
29/11/2022;4227446;3495;217370;17;124155.57;102.644;6383.925;0.499;1.41;86111560;30133123;28370215;27608222;252.9;88.5;83.32;81.08
30/11/2022;4229179;1733;217386;16;124206.466;50.896;6384.394;0.47;1.39;86141698;30136871;28372680;27632147;252.99;88.51;83.33;81.15
1/12/2022;4238042;8863;217394;8;124466.763;260.297;6384.629;0.235;1.36;86174547;30140401;28374646;27659500;253.09;88.52;83.33;81.23
2/12/2022;4252383;14341;217414;20;124887.943;421.18;6385.217;0.587;1.33;86210836;30144499;28377058;27689279;253.19;88.53;83.34;81.32
3/12/2022;4266251;13868;217428;14;125295.231;407.288;6385.628;0.411;1.29;86247205;30148337;28379349;27719519;253.3;88.54;83.35;81.41
4/12/2022;4278997;12746;217441;13;125669.568;374.336;6386.01;0.382;1.26;86265980;30149575;28380196;27736209;253.35;88.55;83.35;81.46
5/12/2022;4291373;12376;217470;29;126033.037;363.47;6386.861;0.852;1.22;86295520;30153695;28382703;27759122;253.44;88.56;83.36;81.53
6/12/2022;4300576;9203;217496;26;126303.32;270.282;6387.625;0.764;1.19;86325072;30157448;28385107;27782517;253.53;88.57;83.36;81.59
7/12/2022;4304745;4169;217519;23;126425.759;122.439;6388.3;0.675;1.16;86357065;30161552;28387921;27807592;253.62;88.58;83.37;81.67
8/12/2022;4316167;11422;217542;23;126761.211;335.452;6388.976;0.675;1.12;86371540;30163360;28389159;27819021;253.66;88.59;83.38;81.7
9/12/2022;4330521;14354;217566;24;127182.772;421.562;6389.681;0.705;1.09;86386717;30165313;28390634;27830770;253.71;88.59;83.38;81.74
10/12/2022;4344977;14456;217604;38;127607.33;424.557;6390.797;1.116;1.06;86412025;30168451;28393176;27850398;253.78;88.6;83.39;81.79
11/12/2022;4350513;5536;217624;20;127769.916;162.586;6391.384;0.587;1.04;86426071;30169762;28394194;27862115;253.82;88.61;83.39;81.83
12/12/2022;4354251;3738;217636;12;127879.697;109.781;6391.737;0.352;1.02;86453915;30173589;28397250;27883076;253.91;88.62;83.4;81.89
13/12/2022;4359209;4958;217657;21;128025.308;145.611;6392.353;0.617;0.99;86478091;30176754;28399940;27901397;253.98;88.63;83.41;81.94
14/12/2022;4362281;3072;217679;22;128115.53;90.221;6393;0.646;0.97;86497553;30179972;28402562;27915019;254.03;88.64;83.42;81.98
15/12/2022;4376905;14624;217704;25;128545.021;429.491;6393.734;0.734;0.94;86520612;30183719;28405686;27931207;254.1;88.65;83.42;82.03
16/12/2022;4390355;13450;217738;34;128940.033;395.012;6394.732;0.999;0.91;86543914;30187616;28408875;27947423;254.17;88.66;83.43;82.08
17/12/2022;4399073;8718;217782;44;129196.071;256.038;6396.025;1.292;0.89;86567132;30191282;28412017;27963833;254.24;88.67;83.44;82.13
18/12/2022;4405843;6770;217821;39;129394.899;198.828;6397.17;1.145;0.86;86589452;30194410;28414634;27980408;254.3;88.68;83.45;82.18
19/12/2022;4412141;6298;217855;34;129579.865;184.966;6398.168;0.999;0.84;86609576;30198065;28417688;27993823;254.36;88.69;83.46;82.21
20/12/2022;4415971;3830;217894;39;129692.348;112.483;6399.314;1.145;0.81;86628352;30201367;28420423;28006562;254.42;88.7;83.47;82.25
21/12/2022;4416823;852;217926;32;129717.37;25.022;6400.254;0.94;0.79;86644935;30204300;28422944;28017691;254.47;88.71;83.48;82.28
22/12/2022;4424906;8083;217941;15;129954.759;237.389;6400.694;0.441;0.77;86660295;30206896;28425308;28028091;254.51;88.71;83.48;82.32
23/12/2022;4430160;5254;217960;19;130109.063;154.304;6401.252;0.558;0.75;86672071;30208705;28427245;28036121;254.55;88.72;83.49;82.34
24/12/2022;4434630;4470;217998;38;130240.342;131.279;6402.368;1.116;0.73;86676581;30209396;28428000;28039185;254.56;88.72;83.49;82.35
25/12/2022;4438778;4148;218007;9;130362.165;121.822;6402.633;0.264;0.71;86677735;30209538;28428197;28040000;254.56;88.72;83.49;82.35
26/12/2022;4442191;3413;218008;1;130462.401;100.236;6402.662;0.029;0.69;86691493;30211595;28430367;28049531;254.6;88.73;83.5;82.38
27/12/2022;4443656;1465;218072;64;130505.426;43.025;6404.542;1.88;0.68;86706031;30213963;28432827;28059241;254.65;88.74;83.5;82.41
28/12/2022;4444006;350;218092;20;130515.706;10.279;6405.129;0.587;0.66;86719266;30216212;28435217;28067837;254.69;88.74;83.51;82.43
29/12/2022;4445748;1742;218113;21;130566.866;51.161;6405.746;0.617;0.65;86730368;30218213;28437234;28074921;254.72;88.75;83.52;82.45
30/12/2022;4451074;5326;218146;33;130723.285;156.419;6406.715;0.969;0.65;86739028;30219626;28438786;28080616;254.74;88.75;83.52;82.47
31/12/2022;4454236;3162;218178;32;130816.15;92.865;6407.655;0.94;0.64;86741854;30220030;28439324;28082500;254.75;88.75;83.52;82.48
1/01/2023;4454236;0;218201;23;130816.15;0;6408.33;0.675;0.64;86743165;30220282;28439491;28083392;254.76;88.75;83.52;82.48
2/01/2023;4458643;4407;218232;31;130945.579;129.429;6409.241;0.91;0.64;86754983;30221930;28440981;28092072;254.79;88.76;83.53;82.5
3/01/2023;4459771;1128;218233;1;130978.707;33.128;6409.27;0.029;;86770308;30224024;28442849;28103435;254.84;88.76;83.53;82.54
4/01/2023;4460100;329;218251;18;130988.369;9.662;6409.799;0.529;;86787676;30226391;28444780;28116505;254.89;88.77;83.54;82.58
5/01/2023;4461129;1029;218284;33;131018.59;30.221;6410.768;0.969;;86805714;30228697;28446794;28130223;254.94;88.78;83.55;82.62
6/01/2023;4463641;2512;218304;20;131092.364;73.775;6411.355;0.587;;86825666;30231133;28448817;28145716;255;88.79;83.55;82.66
7/01/2023;4464732;1091;218330;26;131124.406;32.042;6412.119;0.764;;86842058;30233291;28450593;28158174;255.05;88.79;83.56;82.7
8/01/2023;4466331;1599;218356;26;131171.367;46.961;6412.882;0.764;;86847198;30233903;28451091;28162204;255.06;88.79;83.56;82.71
9/01/2023;4468875;2544;218357;1;131246.081;74.715;6412.912;0.029;;86869340;30236616;28453375;28179349;255.13;88.8;83.56;82.76
10/01/2023;4469601;726;218387;30;131267.403;21.322;6413.793;0.881;;86890675;30239230;28455612;28195833;255.19;88.81;83.57;82.81
11/01/2023;4470192;591;218413;26;131284.76;17.357;6414.556;0.764;;86911717;30241766;28457765;28212186;255.25;88.82;83.58;82.86
12/01/2023;4470919;727;218414;1;131306.112;21.351;6414.586;0.029;;86934258;30244226;28459889;28230143;255.32;88.82;83.58;82.91
13/01/2023;4471726;807;218455;41;131329.812;23.701;6415.79;1.204;;86959826;30246940;28462153;28250733;255.39;88.83;83.59;82.97
14/01/2023;4473194;1468;218477;22;131372.926;43.114;6416.436;0.646;;86977124;30249071;28463949;28264104;255.44;88.84;83.6;83.01
15/01/2023;4473821;627;218490;13;131391.34;18.414;6416.818;0.382;;86981699;30249649;28464471;28267579;255.46;88.84;83.6;83.02
16/01/2023;4474580;759;218509;19;131413.631;22.291;6417.376;0.558;;87006426;30252583;28466834;28287009;255.53;88.85;83.6;83.08
17/01/2023;4475426;846;218530;21;131438.477;24.846;6417.992;0.617;;87029316;30255057;28469050;28305209;255.6;88.86;83.61;83.13
18/01/2023;4475610;184;218547;17;131443.881;5.404;6418.492;0.499;;87053778;30257743;28471273;28324762;255.67;88.86;83.62;83.19
19/01/2023;4476123;513;218554;7;131458.947;15.066;6418.697;0.206;;87071048;30259936;28473053;28338059;255.72;88.87;83.62;83.23
20/01/2023;4477064;941;218580;26;131486.584;27.636;6419.461;0.764;;87091997;30262314;28475242;28354441;255.78;88.88;83.63;83.27
21/01/2023;4477551;487;218597;17;131500.886;14.303;6419.96;0.499;;87111327;30264505;28476961;28369861;255.84;88.88;83.63;83.32
22/01/2023;4477955;404;218606;9;131512.751;11.865;6420.225;0.264;;87119114;30265140;28477664;28376310;255.86;88.89;83.64;83.34
23/01/2023;4478692;737;218625;19;131534.396;21.645;6420.783;0.558;;87146309;30268200;28479964;28398145;255.94;88.89;83.64;83.4
24/01/2023;4478971;279;218649;24;131542.59;8.194;6421.487;0.705;;87175463;30271014;28482175;28422274;256.03;88.9;83.65;83.47
25/01/2023;4479075;104;218656;7;131545.645;3.054;6421.693;0.206;;87204500;30273684;28484348;28446468;256.11;88.91;83.66;83.54
26/01/2023;4479583;508;218672;16;131560.564;14.919;6422.163;0.47;;87231639;30276046;28486366;28469227;256.19;88.92;83.66;83.61
27/01/2023;4480009;426;218686;14;131573.075;12.511;6422.574;0.411;;87262383;30278574;28488522;28495287;256.28;88.92;83.67;83.69
28/01/2023;4480454;445;218711;25;131586.144;13.069;6423.308;0.734;;87286147;30280516;28490209;28515422;256.35;88.93;83.67;83.75
29/01/2023;4480828;374;218729;18;131597.128;10.984;6423.837;0.529;;87294647;30281041;28490672;28522934;256.38;88.93;83.67;83.77
30/01/2023;4481101;273;218750;21;131605.146;8.018;6424.454;0.617;;87321341;30283270;28492612;28545459;256.45;88.94;83.68;83.83
31/01/2023;4481246;145;218810;60;131609.404;4.258;6426.216;1.762;;87343751;30284977;28493995;28564779;256.52;88.94;83.68;83.89
1/02/2023;4481290;44;218863;53;131610.697;1.292;6427.772;1.557;;87370730;30287003;28495542;28588185;256.6;88.95;83.69;83.96
2/02/2023;4481621;331;218931;68;131620.418;9.721;6429.769;1.997;;87396789;30289110;28497146;28610533;256.68;88.96;83.69;84.03
3/02/2023;4481873;252;219004;73;131627.819;7.401;6431.913;2.144;;87425068;30291288;28498890;28634890;256.76;88.96;83.7;84.1
4/02/2023;4482120;247;219012;8;131635.073;7.254;6432.148;0.235;;87447910;30293098;28500314;28654498;256.83;88.97;83.7;84.16
5/02/2023;4482310;190;219085;73;131640.653;5.58;6434.292;2.144;;87455042;30293542;28500727;28660773;256.85;88.97;83.7;84.17
6/02/2023;4482497;187;219167;82;131646.145;5.492;6436.7;2.408;;87482030;30295872;28502663;28683495;256.93;88.98;83.71;84.24
7/02/2023;4482582;85;219195;28;131648.641;2.496;6437.523;0.822;;87509834;30298277;28504705;28706852;257.01;88.98;83.72;84.31
8/02/2023;4482629;47;219205;10;131650.022;1.38;6437.817;0.294;;87539997;30300632;28506648;28732717;257.1;88.99;83.72;84.38
9/02/2023;4482852;223;219214;9;131656.571;6.549;6438.081;0.264;;87568331;30302968;28508639;28756724;257.18;89;83.73;84.46
10/02/2023;4483036;184;219228;14;131661.975;5.404;6438.492;0.411;;87598750;30305439;28510774;28782537;257.27;89;83.73;84.53
11/02/2023;4483236;200;219229;1;131667.849;5.874;6438.521;0.029;;87621833;30307281;28512553;28801999;257.34;89.01;83.74;84.59
12/02/2023;4483443;207;219250;21;131673.928;6.079;6439.138;0.617;;87630277;30307841;28513061;28809375;257.36;89.01;83.74;84.61
13/02/2023;4483619;176;219260;10;131679.097;5.169;6439.432;0.294;;87658324;30310446;28515219;28832659;257.44;89.02;83.75;84.68
14/02/2023;4483729;110;219269;9;131682.328;3.231;6439.696;0.264;;87679961;30312531;28517008;28850422;257.51;89.02;83.75;84.73
15/02/2023;4483779;50;219287;18;131683.796;1.468;6440.225;0.529;;87704327;30314774;28518837;28870716;257.58;89.03;83.76;84.79
16/02/2023;4484029;250;219293;6;131691.138;7.342;6440.401;0.176;;87730529;30317095;28521056;28892378;257.66;89.04;83.76;84.85
17/02/2023;4484173;144;219305;12;131695.367;4.229;6440.753;0.352;;87758458;30319821;28523298;28915339;257.74;89.05;83.77;84.92
18/02/2023;4484362;189;219311;6;131700.918;5.551;6440.93;0.176;;87781296;30322028;28525101;28934167;257.8;89.05;83.78;84.98
19/02/2023;4484531;169;219318;7;131705.881;4.963;6441.135;0.206;;87797456;30322976;28525903;28948577;257.85;89.06;83.78;85.02
20/02/2023;4484651;120;219332;14;131709.406;3.524;6441.546;0.411;;87824903;30325564;28528278;28971061;257.93;89.06;83.78;85.08
21/02/2023;4484769;118;219344;12;131712.871;3.466;6441.899;0.352;;87851720;30328119;28530452;28993149;258.01;89.07;83.79;85.15
22/02/2023;4484810;41;219351;7;131714.075;1.204;6442.104;0.206;;87877543;30330842;28532582;29014119;258.09;89.08;83.8;85.21
23/02/2023;4484903;93;219365;14;131716.807;2.731;6442.516;0.411;;87903979;30333573;28534852;29035554;258.16;89.09;83.8;85.27
24/02/2023;4485003;100;219378;13;131719.744;2.937;6442.897;0.382;;87930738;30336270;28537081;29057387;258.24;89.09;83.81;85.34
25/02/2023;4485147;144;219387;9;131723.973;4.229;6443.162;0.264;;87951505;30338547;28538946;29074012;258.3;89.1;83.82;85.39
26/02/2023;4485282;135;219395;8;131727.938;3.965;6443.397;0.235;;87960414;30339369;28539635;29081410;258.33;89.1;83.82;85.41
27/02/2023;4485616;334;219406;11;131737.747;9.809;6443.72;0.323;;87984551;30341941;28541882;29100728;258.4;89.11;83.82;85.47
28/02/2023;4485684;68;219429;23;131739.744;1.997;6444.395;0.675;;88004456;30344149;28543987;29116320;258.46;89.12;83.83;85.51
1/03/2023;4485753;69;219431;2;131741.77;2.026;6444.454;0.059;;88022638;30346084;28545559;29130995;258.51;89.12;83.84;85.55
2/03/2023;4486034;281;219439;8;131750.023;8.253;6444.689;0.235;;88041138;30347844;28547087;29146207;258.57;89.13;83.84;85.6
3/03/2023;4486282;248;219448;9;131757.306;7.283;6444.953;0.264;;88064768;30349727;28548624;29166417;258.64;89.13;83.84;85.66
4/03/2023;4486453;171;219478;30;131762.329;5.022;6445.834;0.881;;88083663;30351151;28549882;29182630;258.69;89.14;83.85;85.71
5/03/2023;4486665;212;219485;7;131768.555;6.226;6446.04;0.206;;88092071;30351570;28550265;29190236;258.72;89.14;83.85;85.73
6/03/2023;4486832;167;219493;8;131773.459;4.905;6446.275;0.235;;88116279;30353751;28551891;29210637;258.79;89.15;83.85;85.79
7/03/2023;4486832;0;219493;0;131773.459;0;6446.275;0;;88141867;30355661;28553434;29232772;258.86;89.15;83.86;85.85
8/03/2023;4486934;102;219513;20;131776.455;2.996;6446.862;0.587;;88165676;30357389;28554954;29253333;258.93;89.16;83.86;85.91
9/03/2023;4486934;0;219513;0;131776.455;0;6446.862;0;;88190275;30359165;28556464;29274646;259.01;89.16;83.87;85.98
10/03/2023;4487553;619;219539;26;131794.634;18.179;6447.626;0.764;;88211817;30360842;28557864;29293111;259.07;89.17;83.87;86.03
11/03/2023;4487770;217;219548;9;131801.007;6.373;6447.89;0.264;;88230004;30362415;28559144;29308445;259.12;89.17;83.88;86.08
12/03/2023;4487956;186;219562;14;131806.47;5.463;6448.301;0.411;;88237175;30362873;28559537;29314765;259.14;89.17;83.88;86.09
13/03/2023;4487956;0;219562;0;131806.47;0;6448.301;0;;88257416;30364526;28560943;29331947;259.2;89.18;83.88;86.14
14/03/2023;4488139;183;219563;1;131811.845;5.375;6448.331;0.029;;88277172;30366031;28562139;29349002;259.26;89.18;83.88;86.19
15/03/2023;4488259;120;219587;24;131815.369;3.524;6449.035;0.705;;88297961;30367660;28563528;29366773;259.32;89.19;83.89;86.25
16/03/2023;4488338;79;219597;10;131817.689;2.32;6449.329;0.294;;88317563;30369182;28564787;29383594;259.38;89.19;83.89;86.3
17/03/2023;4488611;273;219614;17;131825.707;8.018;6449.828;0.499;;88340772;30371056;28566397;29403319;259.45;89.2;83.9;86.35
18/03/2023;4488920;309;219627;13;131834.782;9.075;6450.21;0.382;;88360674;30372798;28568003;29419873;259.51;89.2;83.9;86.4
19/03/2023;4489147;227;219637;10;131841.448;6.667;6450.504;0.294;;88374934;30373612;28568647;29432675;259.55;89.2;83.9;86.44
20/03/2023;4489377;230;219648;11;131848.203;6.755;6450.827;0.323;;88392052;30374977;28569831;29447244;259.6;89.21;83.91;86.48
